Class,Subclass,SubclassCategory,Commands,Response,Label
NonBike,Not needed,NC,Awesome! You've scored big with that lottery ticket!,It is a  non bike command,0
NonBike,Not needed,NC,Open the window.,It is a  non bike command,0
NonBike,Not needed,NC,Close the door.,It is a  non bike command,0
NonBike,Not needed,NC,Turn off the lights.,It is a  non bike command,0
NonBike,Not needed,NC,Adjust the thermostat.,It is a  non bike command,0
NonBike,Not needed,NC,Water the plants.,It is a  non bike command,0
NonBike,Not needed,NC,Feed the cat.,It is a  non bike command,0
NonBike,Not needed,NC,Sweep the floor.,It is a  non bike command,0
NonBike,Not needed,NC,Vacuum the carpet.,It is a  non bike command,0
NonBike,Not needed,NC,Wash the dishes.,It is a  non bike command,0
NonBike,Not needed,NC,Take out the trash.,It is a  non bike command,0
NonBike,Not needed,NC,Make the bed.,It is a  non bike command,0
NonBike,Not needed,NC,Iron the clothes.,It is a  non bike command,0
NonBike,Not needed,NC,Fold the laundry.,It is a  non bike command,0
NonBike,Not needed,NC,Hang up the coats.,It is a  non bike command,0
NonBike,Not needed,NC,Organize the pantry.,It is a  non bike command,0
NonBike,Not needed,NC,Clean the windows.,It is a  non bike command,0
NonBike,Not needed,NC,Dust the shelves.,It is a  non bike command,0
NonBike,Not needed,NC,Polish the furniture.,It is a  non bike command,0
NonBike,Not needed,NC,Mop the floor.,It is a  non bike command,0
NonBike,Not needed,NC,Scrub the bathroom.,It is a  non bike command,0
NonBike,Not needed,NC,Wipe down the countertops.,It is a  non bike command,0
NonBike,Not needed,NC,Empty the fridge.,It is a  non bike command,0
NonBike,Not needed,NC,Restock the fridge.,It is a  non bike command,0
NonBike,Not needed,NC,Arrange the books.,It is a  non bike command,0
NonBike,Not needed,NC,Sort the mail.,It is a  non bike command,0
NonBike,Not needed,NC,Pay the bills.,It is a  non bike command,0
NonBike,Not needed,NC,File the documents.,It is a  non bike command,0
NonBike,Not needed,NC,Check the mail.,It is a  non bike command,0
NonBike,Not needed,NC,Water the garden.,It is a  non bike command,0
NonBike,Not needed,NC,Prune the bushes.,It is a  non bike command,0
NonBike,Not needed,NC,Rake the leaves.,It is a  non bike command,0
NonBike,Not needed,NC,Plant new flowers.,It is a  non bike command,0
NonBike,Not needed,NC,Trim the hedges.,It is a  non bike command,0
NonBike,Not needed,NC,Weed the flower beds.,It is a  non bike command,0
NonBike,Not needed,NC,Harvest the vegetables.,It is a  non bike command,0
NonBike,Not needed,NC,Mulch the soil.,It is a  non bike command,0
NonBike,Not needed,NC,Repot the plants.,It is a  non bike command,0
NonBike,Not needed,NC,Install a new light bulb.,It is a  non bike command,0
NonBike,Not needed,NC,Replace the batteries.,It is a  non bike command,0
NonBike,Not needed,NC,Fix the leaky faucet.,It is a  non bike command,0
NonBike,Not needed,NC,Unclog the drain.,It is a  non bike command,0
NonBike,Not needed,NC,Paint the walls.,It is a  non bike command,0
NonBike,Not needed,NC,Hang up the picture frames.,It is a  non bike command,0
NonBike,Not needed,NC,Install the curtains.,It is a  non bike command,0
NonBike,Not needed,NC,Repair the broken chair.,It is a  non bike command,0
NonBike,Not needed,NC,Build a bookshelf.,It is a  non bike command,0
NonBike,Not needed,NC,Assemble the furniture.,It is a  non bike command,0
NonBike,Not needed,NC,Reorganize the closet.,It is a  non bike command,0
NonBike,Not needed,NC,Declutter the garage.,It is a  non bike command,0
NonBike,Not needed,NC,Donate old clothes.,It is a  non bike command,0
NonBike,Not needed,NC,Recycle paper and plastic.,It is a  non bike command,0
NonBike,Not needed,NC,Compost food scraps.,It is a  non bike command,0
NonBike,Not needed,NC,Set the table.,It is a  non bike command,0
NonBike,Not needed,NC,Prepare breakfast.,It is a  non bike command,0
NonBike,Not needed,NC,Cook dinner.,It is a  non bike command,0
NonBike,Not needed,NC,Bake cookies.,It is a  non bike command,0
NonBike,Not needed,NC,Brew coffee.,It is a  non bike command,0
NonBike,Not needed,NC,Pour a glass of water.,It is a  non bike command,0
NonBike,Not needed,NC,Slice the bread.,It is a  non bike command,0
NonBike,Not needed,NC,Grill burgers.,It is a  non bike command,0
NonBike,Not needed,NC,Boil pasta.,It is a  non bike command,0
NonBike,Not needed,NC,Chop vegetables.,It is a  non bike command,0
NonBike,Not needed,NC,Marinate the meat.,It is a  non bike command,0
NonBike,Not needed,NC,Stir the soup.,It is a  non bike command,0
NonBike,Not needed,NC,Bake a cake.,It is a  non bike command,0
NonBike,Not needed,NC,Frost cupcakes.,It is a  non bike command,0
NonBike,Not needed,NC,Whip cream.,It is a  non bike command,0
NonBike,Not needed,NC,Grill steak.,It is a  non bike command,0
NonBike,Not needed,NC,Steam vegetables.,It is a  non bike command,0
NonBike,Not needed,NC,Poach eggs.,It is a  non bike command,0
NonBike,Not needed,NC,Fry bacon.,It is a  non bike command,0
NonBike,Not needed,NC,Roast chicken.,It is a  non bike command,0
NonBike,Not needed,NC,Blend smoothies.,It is a  non bike command,0
NonBike,Not needed,NC,Mix cocktails.,It is a  non bike command,0
NonBike,Not needed,NC,Shake martinis.,It is a  non bike command,0
NonBike,Not needed,NC,Serve appetizers.,It is a  non bike command,0
NonBike,Not needed,NC,Garnish dishes.,It is a  non bike command,0
NonBike,Not needed,NC,Plate desserts.,It is a  non bike command,0
NonBike,Not needed,NC,Pour wine.,It is a  non bike command,0
NonBike,Not needed,NC,Set up a buffet.,It is a  non bike command,0
NonBike,Not needed,NC,Arrange flowers.,It is a  non bike command,0
NonBike,Not needed,NC,Light candles.,It is a  non bike command,0
NonBike,Not needed,NC,Hang decorations.,It is a  non bike command,0
NonBike,Not needed,NC,Inflate balloons.,It is a  non bike command,0
NonBike,Not needed,NC,Play music.,It is a  non bike command,0
NonBike,Not needed,NC,Dance in the living room.,It is a  non bike command,0
NonBike,Not needed,NC,Watch a movie.,It is a  non bike command,0
NonBike,Not needed,NC,Read a book.,It is a  non bike command,0
NonBike,Not needed,NC,Listen to a podcast.,It is a  non bike command,0
NonBike,Not needed,NC,Practice yoga.,It is a  non bike command,0
NonBike,Not needed,NC,Meditate.,It is a  non bike command,0
NonBike,Not needed,NC,Take a nap.,It is a  non bike command,0
NonBike,Not needed,NC,Call a friend.,It is a  non bike command,0
NonBike,Not needed,NC,Write in a journal.,It is a  non bike command,0
NonBike,Not needed,NC,Solve a puzzle.,It is a  non bike command,0
NonBike,Not needed,NC,Paint a picture.,It is a  non bike command,0
NonBike,Not needed,NC,Knit a scarf.,It is a  non bike command,0
NonBike,Not needed,NC,Sew a button.,It is a  non bike command,0
NonBike,Not needed,NC,Learn a new language.,It is a  non bike command,0
NonBike,Not needed,NC,Study a new skill.,It is a  non bike command,0
NonBike,Not needed,NC,Plan a vacation.,It is a  non bike command,0
NonBike,Not needed,NC,Research a topic.,It is a  non bike command,0
NonBike,Not needed,NC,Write a poem.,It is a  non bike command,0
NonBike,Not needed,NC,Cook a new recipe.,It is a  non bike command,0
NonBike,Not needed,NC,Try a new restaurant.,It is a  non bike command,0
NonBike,Not needed,NC,Visit a museum.,It is a  non bike command,0
NonBike,Not needed,NC,Attend the drama play.,It is a  non bike command,0
NonBike,Not needed,NC,Volunteer for a cause.,It is a  non bike command,0
NonBike,Not needed,NC,Donate to charity.,It is a  non bike command,0
NonBike,Not needed,NC,Foster a pet.,It is a  non bike command,0
NonBike,Not needed,NC,Adopt a pet.,It is a  non bike command,0
NonBike,Not needed,NC,Train a pet.,It is a  non bike command,0
